Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,
230640527000007,1,317,313,65,64,121,24,4,2,9,0,6,2,5,0,8,2,0,0,1,0,0,7,1,0,3,0,1,0,0,1,0,0,1,0,6,6,2,6,5,10,2,6,4,14,11,2,9,7,7,13,5,7,9,6,4,11,6,8,6,7,5,5,3,6,1,6,4,5,5,5,2,6,3,2,3,2,2,2,3,3,4,1,1,5,1,6,0,2,2,3,0,2,2,2,1,2,1,2,0,3,1,1,1,2,0,0,2,1,0,0,1,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
230640527000008,8,427,427,68,98,204,19,5,4,5,0,14,0,3,1,6,0,0,0,0,0,0,6,0,0,1,0,1,0,0,2,0,1,0,1,5,6,11,12,13,8,5,8,6,14,3,15,10,16,11,13,12,15,12,11,3,10,10,6,10,7,5,6,5,5,6,3,3,7,8,2,8,6,9,7,4,6,1,4,1,4,4,3,1,8,2,4,2,4,4,1,2,2,1,3,1,0,4,0,3,0,1,1,2,1,2,1,1,0,3,1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640530000001,1,279,279,35,92,75,37,7,0,3,0,19,0,3,0,0,2,3,0,3,0,0,7,0,1,1,1,0,0,1,0,1,1,1,0,7,2,4,5,6,4,3,7,9,8,3,7,1,11,5,9,7,3,5,6,6,3,2,1,2,3,8,3,6,4,3,4,6,7,4,2,2,3,4,3,0,3,4,4,4,4,3,3,1,2,1,2,3,1,3,1,3,3,1,2,1,3,1,3,3,1,0,1,4,4,2,3,0,2,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
230640530000002,8,241,241,33,96,78,15,0,4,1,0,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,4,3,5,6,6,1,5,8,5,8,2,7,6,6,4,4,5,2,4,4,1,1,3,4,3,5,2,3,3,3,4,1,5,2,4,2,2,4,3,5,3,2,2,1,4,1,3,1,2,2,3,2,3,0,4,1,3,1,2,5,2,4,1,1,1,2,2,0,2,4,1,0,1,1,0,1,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,
230640530000003,8,439,439,23,171,164,28,5,8,3,1,24,0,7,0,4,0,0,0,1,0,0,8,0,2,0,0,1,1,0,0,1,2,1,0,7,5,2,11,11,7,11,8,7,9,9,13,10,22,6,9,15,8,9,14,9,6,4,5,8,5,15,7,11,4,2,2,4,2,2,5,4,8,5,4,2,3,7,4,6,5,9,7,3,2,1,4,3,1,1,2,0,3,5,5,4,5,2,3,4,1,1,3,1,1,2,1,1,2,2,1,4,2,3,0,2,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
230640530000004,8,425,425,56,129,174,32,3,0,3,0,20,3,1,0,4,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,1,1,0,7,10,9,15,6,13,7,9,11,15,8,26,8,10,12,9,7,9,11,6,9,7,7,5,8,7,9,10,5,2,5,6,3,5,3,6,8,5,4,6,2,3,0,4,3,8,6,3,1,4,1,5,1,2,1,5,4,2,2,2,3,5,2,0,4,1,2,3,0,3,0,0,1,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
230640530000005,8,448,448,37,199,146,20,10,11,1,0,13,0,3,1,5,0,2,0,0,0,0,11,1,1,0,1,2,1,2,1,0,0,0,2,9,7,6,8,12,6,11,7,5,7,6,4,9,9,12,8,8,11,8,8,10,10,10,9,8,10,10,3,3,10,7,7,5,3,7,3,5,5,2,7,3,4,6,11,4,10,7,3,3,2,4,6,3,4,1,10,2,3,3,7,3,2,1,2,1,1,2,3,2,4,2,2,2,2,2,1,0,1,3,1,0,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
230640530000006,8,342,342,49,127,118,16,1,6,5,1,15,0,2,0,1,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,1,2,2,10,5,4,5,2,11,5,6,10,7,11,7,11,8,13,9,6,5,2,3,6,5,3,4,4,4,6,6,5,5,4,8,1,6,5,4,5,9,4,3,3,7,2,5,2,0,3,3,3,1,4,4,2,1,2,5,5,4,0,5,2,1,1,2,4,1,2,1,3,3,0,1,1,3,1,0,2,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,
230640530000007,8,106,106,7,42,45,2,0,2,1,0,6,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,1,6,1,5,3,2,0,2,3,4,1,3,0,2,3,1,2,2,4,3,1,2,3,0,2,2,0,2,0,0,2,2,0,2,1,0,3,0,0,3,1,1,2,0,1,0,1,3,0,1,3,0,3,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
230640530000008,8,8,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230640535000001,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230640535000002,8,246,246,36,65,103,10,2,4,1,0,19,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,4,5,3,8,5,8,3,6,7,6,3,9,11,8,11,8,7,3,4,5,4,3,4,1,0,6,5,4,3,0,3,2,2,1,3,4,4,5,2,5,1,4,3,4,1,1,5,2,0,1,2,1,0,2,3,1,1,3,0,2,2,2,2,2,0,2,2,0,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640535000003,8,80,80,15,25,26,6,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,4,1,1,1,4,2,3,2,2,1,3,3,1,0,0,1,1,1,2,0,2,0,0,1,1,2,0,1,0,0,2,1,0,0,4,0,2,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640535000004,8,65,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230640535000005,8,439,439,59,167,126,39,4,8,2,0,25,3,2,0,1,1,0,0,1,1,0,12,2,1,0,2,1,2,2,0,1,0,1,0,5,7,6,6,18,4,7,6,11,5,13,5,12,6,12,5,9,9,12,9,6,8,7,6,11,5,12,9,6,3,6,6,4,3,4,5,3,8,2,5,8,2,4,2,5,5,3,2,3,4,0,6,3,4,1,2,3,6,9,4,3,1,5,6,2,6,4,4,3,5,0,0,3,2,1,3,1,2,0,1,1,3,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,
230640535000006,8,245,245,31,68,89,20,2,6,0,0,25,2,0,0,1,1,0,0,0,0,0,7,2,0,2,0,1,0,0,0,0,1,1,0,0,8,6,7,4,5,5,8,9,8,4,4,9,4,9,10,10,7,7,6,5,1,6,7,2,0,4,2,3,1,3,4,5,7,1,2,2,3,1,1,2,1,2,5,0,0,4,0,0,3,0,0,2,3,1,3,0,0,3,1,0,2,3,2,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640536000001,1,92,92,15,35,22,7,2,2,3,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,3,2,3,1,5,3,3,2,2,2,1,0,1,2,1,1,0,2,0,1,1,3,4,2,2,1,3,1,2,1,1,1,0,2,0,2,0,2,2,0,1,1,0,1,0,0,1,1,1,0,1,1,2,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640536000002,8,235,233,37,85,71,17,2,0,6,1,9,0,2,0,3,0,0,0,1,1,0,5,0,1,0,0,2,0,0,0,1,1,0,0,2,3,3,3,5,3,9,7,4,3,4,6,4,7,1,6,9,2,3,2,2,1,3,4,4,2,6,6,6,4,3,3,5,6,4,3,3,4,1,3,1,3,3,2,5,2,0,3,2,1,1,2,0,2,2,1,2,1,1,4,1,2,4,3,3,1,1,2,0,3,1,1,0,0,1,0,1,0,0,1,1,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
230640536000003,8,507,507,53,187,178,30,3,11,7,2,21,1,6,0,6,1,0,0,1,0,0,14,1,1,1,1,1,1,1,3,1,1,1,1,15,8,7,7,10,13,15,6,12,10,4,12,9,9,13,10,7,14,5,7,8,15,11,9,13,7,6,6,8,5,7,10,6,3,5,4,4,3,8,5,3,4,5,6,5,8,8,7,6,4,4,5,4,8,4,3,2,3,5,3,3,1,6,2,0,2,3,8,3,1,1,4,2,6,1,1,0,2,1,2,2,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,
230640536000004,8,256,256,55,49,93,19,1,7,1,1,17,2,0,0,8,2,1,0,0,0,0,14,1,0,2,4,0,2,0,1,1,1,1,1,1,7,5,10,10,7,7,4,6,10,6,7,6,3,10,3,4,2,3,6,6,4,6,5,6,6,2,2,5,7,3,1,2,3,4,1,3,1,0,1,5,2,2,7,2,2,0,0,0,2,2,1,1,2,2,1,2,1,0,0,1,1,3,3,1,1,1,0,1,2,0,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230640536000005,8,362,362,50,147,101,23,5,3,5,1,15,1,3,2,4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,8,4,7,5,6,5,6,9,6,9,8,12,3,9,5,7,7,7,8,7,4,5,7,7,6,9,3,3,4,5,7,5,7,2,3,5,4,2,2,4,5,7,3,3,6,6,4,6,2,5,6,3,4,2,2,6,1,3,5,1,2,2,3,4,2,2,4,2,3,2,3,1,1,1,2,2,4,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
230640536000006,8,157,157,21,58,45,13,2,1,3,1,11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,8,4,4,2,2,2,3,5,1,4,3,4,2,1,2,6,3,3,2,2,4,0,3,3,1,1,1,0,1,1,3,3,3,3,1,2,0,3,3,3,5,4,0,2,1,0,0,2,1,4,1,2,2,0,1,0,1,1,0,0,0,1,1,0,1,2,1,2,0,1,2,2,0,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230640536000007,8,386,386,55,120,151,27,2,3,1,1,17,0,1,0,6,2,0,0,0,0,0,6,0,2,0,1,0,1,0,0,1,0,0,1,7,8,12,1,8,3,7,7,7,10,14,10,17,6,8,12,6,14,7,4,4,5,5,11,4,7,9,7,5,3,3,7,4,3,1,6,4,8,6,7,2,3,6,2,5,5,2,4,2,4,3,3,2,5,6,3,1,3,4,3,2,5,1,0,4,1,3,2,2,1,2,1,1,1,1,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
230640536000008,8,704,701,64,266,256,36,16,7,3,2,37,3,6,1,4,0,0,0,0,0,3,19,0,1,0,1,2,5,1,3,0,1,2,3,9,19,13,18,19,13,22,20,12,19,12,12,19,18,13,17,16,12,7,12,16,10,15,8,11,8,14,14,6,14,10,10,9,7,8,13,10,8,11,8,6,10,7,2,4,8,9,5,0,9,4,2,5,4,4,4,2,3,4,9,2,3,3,6,6,6,5,1,1,7,0,3,4,7,1,0,0,3,1,1,0,0,4,1,1,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,
230640536000009,8,443,440,49,144,160,43,3,6,2,1,26,3,2,0,3,1,0,0,0,0,0,5,0,2,0,0,1,0,0,1,0,0,0,1,10,13,9,11,12,12,15,9,15,3,8,18,17,7,12,11,11,7,9,7,9,8,3,5,7,1,6,5,4,11,5,11,4,6,10,2,11,4,3,6,7,4,4,2,2,1,4,4,4,2,2,1,3,2,2,2,2,4,4,2,1,4,3,0,1,2,2,2,0,6,4,0,1,1,0,2,1,4,0,0,2,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
230640540000001,1,227,227,52,67,51,29,0,0,3,0,17,0,4,0,3,0,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,3,2,2,4,1,6,2,2,7,3,4,4,4,6,6,5,5,4,3,2,5,6,3,3,2,4,2,9,5,5,5,0,5,2,6,5,2,1,2,2,3,2,2,5,1,2,0,2,4,4,2,0,3,1,1,5,1,3,1,0,1,0,0,0,3,3,1,2,1,2,3,2,3,1,0,2,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640540000002,8,274,274,66,71,93,18,0,5,0,0,17,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,3,6,3,5,8,8,2,4,2,1,1,4,7,11,10,9,3,10,7,1,5,2,4,3,0,5,3,3,4,5,5,3,2,5,6,3,4,1,2,3,1,4,4,7,7,2,3,3,3,3,3,3,1,0,3,3,2,1,5,2,0,2,1,2,1,1,2,2,1,6,1,1,6,1,1,0,1,1,0,2,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640540000003,8,477,477,70,152,167,47,1,8,2,1,19,0,5,0,4,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,2,0,0,10,11,8,12,9,8,13,13,8,6,12,11,13,14,16,10,9,11,8,5,6,11,12,13,7,11,6,2,4,13,8,8,7,9,2,6,4,6,7,5,1,2,3,8,6,8,3,4,5,6,5,0,4,3,2,4,0,4,2,0,4,4,0,5,2,4,1,1,3,1,2,1,4,1,2,1,4,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,
230640540000004,8,190,190,21,78,52,14,5,2,2,1,12,0,0,0,3,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,2,3,1,2,5,4,4,3,3,0,3,3,2,1,6,4,9,3,4,6,7,2,2,3,1,3,1,4,4,3,1,1,3,1,4,2,2,2,3,4,1,1,1,2,3,2,2,3,1,1,2,0,1,1,4,0,3,3,2,0,0,1,4,3,1,0,2,2,5,3,0,1,1,3,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
230640540000005,8,236,236,17,103,78,10,1,6,2,1,15,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,6,3,5,3,4,4,3,7,5,4,3,8,4,4,9,5,2,7,5,1,5,1,6,2,4,3,8,3,2,3,2,3,2,4,6,3,2,2,1,2,3,0,4,1,2,2,2,1,4,6,1,3,2,2,2,5,0,1,1,6,1,2,2,1,3,4,2,0,1,2,3,0,2,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640540000006,1,273,273,36,91,93,25,2,3,3,0,16,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,1,0,0,1,3,2,6,9,2,4,4,6,2,3,9,3,3,10,4,4,8,6,9,8,3,8,7,6,4,1,4,4,6,3,1,4,4,5,1,5,4,4,4,3,5,2,6,5,3,3,2,0,2,1,0,2,2,3,3,2,0,7,1,0,2,4,4,3,1,2,1,1,1,5,0,2,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640540000007,8,344,336,31,119,137,20,1,6,1,1,19,1,3,0,4,0,1,0,0,0,0,6,0,0,1,1,0,0,0,2,1,0,0,1,10,4,7,9,7,7,9,9,11,7,9,10,7,11,12,7,8,3,5,10,6,7,9,3,4,10,3,9,4,9,2,5,5,6,3,2,0,3,3,6,1,3,5,1,3,7,4,4,1,3,1,2,2,1,3,2,2,4,3,2,1,1,1,0,1,3,0,2,0,2,0,0,1,0,2,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
230640547000001,1,784,783,94,269,242,78,16,5,10,7,52,1,5,0,3,1,1,0,0,0,0,21,1,3,1,2,0,3,2,0,2,6,0,1,11,13,12,16,14,18,14,20,14,15,18,21,17,25,20,17,11,12,10,18,16,20,14,11,14,15,13,7,9,10,7,18,15,5,10,12,14,10,7,12,4,12,5,10,10,9,10,6,5,10,3,8,7,7,4,2,3,7,3,5,7,2,3,1,1,5,6,1,3,4,2,6,3,2,4,0,4,1,2,2,2,3,4,0,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,
230640547000002,1,329,329,61,101,88,34,3,1,3,2,20,0,5,0,6,3,2,0,0,0,0,6,1,1,1,1,0,1,0,0,0,0,0,1,9,12,5,5,3,6,5,0,8,5,6,7,7,7,3,9,9,11,5,4,8,8,6,6,6,3,8,4,2,5,2,6,3,6,6,4,4,2,1,6,4,1,3,4,7,3,3,3,2,2,2,3,3,5,1,0,3,1,1,3,6,1,3,4,1,3,2,2,0,4,1,1,1,3,1,1,1,0,2,1,1,1,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
230640547000003,8,332,332,36,126,113,24,4,6,2,0,16,0,1,0,1,3,0,0,0,0,0,7,2,0,1,0,2,1,0,0,0,1,0,0,5,3,3,4,6,9,8,10,7,8,2,8,7,10,11,10,3,6,4,11,4,2,5,7,7,8,4,2,6,6,3,6,10,3,4,2,2,5,5,2,1,7,3,4,2,3,4,5,0,3,1,4,2,4,4,1,3,3,2,2,5,3,3,0,1,3,2,1,1,3,0,2,1,4,2,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
230640547000004,8,404,404,129,55,152,36,1,4,3,3,14,0,6,0,1,0,0,0,0,0,0,10,3,1,0,0,1,2,1,0,2,0,0,0,4,3,5,13,8,3,12,10,15,11,7,12,4,12,10,8,10,13,6,7,6,9,6,6,4,14,10,4,5,9,4,10,8,2,6,2,4,6,2,3,3,3,4,3,2,3,2,3,6,3,3,5,3,3,6,3,0,3,3,1,1,2,3,2,1,1,4,0,2,1,0,1,2,2,1,0,2,1,1,0,0,3,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640547000005,8,274,274,47,75,103,22,2,5,2,0,13,0,3,0,1,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,2,0,5,4,7,3,7,4,5,5,6,3,11,7,13,7,10,1,11,6,6,5,3,6,6,7,3,2,4,2,3,3,1,4,4,4,1,6,5,1,4,3,6,1,0,3,3,3,5,3,0,1,0,2,3,3,1,0,5,3,1,1,2,0,1,2,1,1,3,1,0,3,1,4,1,1,0,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640547000006,8,98,98,13,36,30,8,2,2,0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,3,0,1,1,2,4,2,1,2,4,3,2,2,3,3,2,2,0,1,1,4,1,0,0,1,1,1,0,0,2,1,1,1,0,1,2,1,2,2,0,0,1,0,1,1,0,1,0,2,1,0,0,0,2,0,2,0,2,0,1,0,2,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640547000007,8,157,157,25,57,45,11,1,0,1,0,12,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,2,2,3,0,9,4,1,2,2,5,1,0,4,4,2,8,2,2,5,1,3,3,1,0,1,2,1,3,0,4,2,1,1,3,2,0,1,3,4,2,4,2,3,1,0,1,2,0,0,3,2,3,2,2,0,2,0,1,0,1,2,1,0,1,0,2,2,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640547000008,8,232,232,35,85,71,21,0,5,2,1,8,0,3,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,1,1,4,8,4,2,3,5,5,7,7,4,5,6,2,4,8,2,4,8,1,3,6,4,3,4,3,6,6,0,2,3,4,2,2,2,3,2,3,4,4,1,1,1,1,2,3,3,4,1,0,0,2,2,3,1,3,1,2,1,3,1,3,3,2,1,1,1,5,0,1,1,4,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
230640547000009,8,427,427,178,42,125,30,4,3,11,0,13,0,15,0,6,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,1,1,0,0,5,7,10,13,8,4,14,8,11,10,6,8,7,10,10,10,12,7,7,5,6,9,3,11,7,7,6,16,7,4,6,4,3,4,4,5,8,8,2,3,5,10,2,1,3,4,1,4,3,5,3,5,1,4,5,3,6,0,3,7,2,6,3,4,3,0,0,1,3,1,3,1,2,2,2,4,1,4,2,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640547000010,8,262,262,21,93,112,13,1,4,4,1,4,1,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,5,7,2,4,8,4,9,5,3,9,7,7,9,8,3,13,7,6,2,8,2,6,2,3,5,5,4,4,1,2,3,2,3,2,7,4,5,2,1,2,1,4,3,3,2,4,3,1,2,3,0,2,1,2,1,2,4,1,1,0,2,0,0,0,1,1,0,1,1,1,3,1,0,0,0,1,1,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,
230640547000011,1,192,192,22,71,47,21,5,2,1,0,16,0,2,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,3,2,2,4,7,1,3,2,5,2,5,5,4,3,5,3,4,5,3,4,2,6,3,3,2,3,5,3,2,2,1,0,3,1,0,1,0,3,2,3,2,4,6,3,6,0,1,5,1,1,1,3,1,1,3,2,1,1,1,3,0,1,3,2,1,2,0,1,1,2,1,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640547000012,8,254,254,16,103,100,11,1,3,1,0,14,0,3,0,0,2,0,0,0,0,0,5,0,0,1,1,0,0,1,1,0,0,0,1,5,3,6,3,7,6,11,8,4,5,3,1,10,6,5,9,11,7,2,4,4,2,5,3,4,5,2,5,3,5,5,3,5,4,7,1,1,3,2,3,2,4,4,0,1,0,1,1,2,3,1,2,3,2,3,1,4,0,1,5,4,3,1,0,4,1,0,1,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640549000001,1,152,152,18,52,56,4,9,2,2,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,5,0,3,5,3,4,1,8,6,7,3,4,2,5,6,1,2,3,4,2,2,1,2,1,2,3,2,2,4,2,1,1,3,0,2,4,0,1,1,1,1,2,2,3,0,1,1,2,1,1,0,3,1,2,1,0,1,1,0,1,1,0,0,0,0,1,0,3,0,1,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640549000002,1,161,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230640549000003,8,253,253,19,84,108,24,4,2,1,0,9,0,0,0,1,0,1,0,0,0,0,7,0,0,0,1,2,0,0,0,1,1,1,1,6,7,5,6,5,10,4,8,4,4,4,10,9,8,9,6,5,5,6,6,6,6,6,3,4,6,6,3,4,2,2,1,5,2,3,4,2,0,2,3,1,4,1,4,4,2,2,1,1,4,2,3,1,0,0,1,1,2,0,0,2,0,0,0,4,0,0,0,0,0,2,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640549000004,8,282,281,49,61,130,18,0,3,1,0,17,0,1,0,2,0,0,0,0,0,0,8,2,0,0,1,0,1,0,2,0,1,0,1,2,5,9,8,6,7,7,11,14,6,5,9,8,5,9,13,9,4,8,3,3,8,7,4,3,4,3,4,2,6,2,2,3,3,6,5,1,3,4,1,3,3,2,2,4,1,1,5,1,0,1,2,1,0,2,0,0,3,3,1,1,1,1,1,1,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640549000005,8,331,331,20,114,156,22,1,2,0,0,11,0,0,0,3,0,1,0,1,0,0,7,1,0,0,0,0,0,0,3,1,1,0,1,7,8,13,8,8,9,9,10,5,9,7,12,22,13,10,10,8,3,5,3,7,4,5,6,5,2,8,3,4,7,2,5,5,2,4,1,3,3,2,2,3,4,1,4,2,1,3,2,2,2,3,0,2,2,0,3,1,3,1,3,3,2,1,1,1,0,0,0,1,0,0,2,3,2,0,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
